CAS,Name,Formula,Mw,Elements,InChi,SMILES,alkane,methyl,alkene,alkyne,alcohols,amines,nitriles,aromatics,alkyl halides,esters,ketones,aldehydes,carboxylic acids,ether,acyl halides,amides,nitro
779-84-0,2-Hydroxybenzaldehyde N-phenylimine,C13H11NO,197.08406397863268,"['C', 'H', 'N', 'O']","InChI=1/C13H11NO/c15-13-9-5-4-6-11(13)10-14-12-7-2-1-3-8-12/h1-10,14H/b11-10-",O=C\1C=CC=CC1=C/Nc2ccccc2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7799-56-6,"1,1-Dichloro-1-fluoro propane",C3H5Cl2F,129.9752336886742,"['C', 'H', 'Cl', 'F']","InChI=1/C3H5Cl2F/c1-2-3(4,5)6/h2H2,1H3",CCC(F)(Cl)Cl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77-99-6,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-",C6H14O3,134.0942943100611,"['C', 'H', 'O']","InChI=1/C6H14O3/c1-2-6(3-7,4-8)5-9/h7-9H,2-5H2,1H3",CCC(CO)(CO)CO,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780-21-2,"Aniline, N-benzylidene-p-chloro-,",C13H10ClN,215.050177009192,"['C', 'H', 'Cl', 'N']",InChI=1/C13H10ClN/c14-12-6-8-13(9-7-12)15-10-11-4-2-1-3-5-11/h1-10H,Clc1ccc(cc1)N=Cc2ccccc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780-24-5,Dibenzylmercury,C14H14Hg,378.075383083346,"['C', 'H', 'Hg']","InChI=1/2C7H7.Hg/c2*1-7-5-3-2-4-6-7;/h2*2-6H,1H2;/rC14H14Hg/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2",C([Hg]Cc1ccccc1)c2ccccc2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7803-51-2,Phosphine,H3P,33.997237095144,"['H', 'P']",InChI=1/H3P/h1H3,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7803-63-6,Ammonium bisulfate,H3N.H2O4S,114.9939288183278,"['H', 'N', 'H', 'O', 'S']","InChI=1/H3N.H2O4S/c;1-5(2,3)4/h1H3;(H2,1,2,3,4)/fH4N.HO4S/h1H;1H/q+1;-1",[NH4+].O[S]([O-])(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7803-65-8,Ammonium hypophosphite,H3N.H3O2P,83.0136154354364,"['H', 'N', 'H', 'O', 'P']","InChI=1/H3N.HO2P/c;1-3-2/h1H3;(H,1,2)/fH4N.O2P/h1H;/q+1;-1",[NH4+].[O-]P=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-04-6,Dibutyl[(maleoyl)dioxy] tin,C12H20O4Sn,340.04098299916683,"['C', 'H', 'O', 'Sn']","InChI=1/C4H4O4.2C4H9.Sn/c5-3(6)1-2-4(7)8;2*1-3-4-2;/h1-2H,(H,5,6)(H,7,8);2*1,3-4H2,2H3;/q;;;+2/p-2/b2-1+;;;/fC4H2O4.2C4H9.Sn/q-2;;;m/rC8H18Sn.C4H4O4/c1-3-5-7-9-8-6-4-2;5-3(6)1-2-4(7)8/h3-8H2,1-2H3;1-2H,(H,5,6)(H,7,8)/q+2;/p-2/b;2-1+/fC8H18Sn.C4H2O4/qm;-2",CCCC[Sn++]CCCC.[O-]C(=O)\C=C\C([O-])=O,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-06-8,Dibutyltin mercaptopropionate,C11H22O2SSn,330.0388749989154,"['C', 'H', 'O', 'S', 'Sn']","InChI=1/2C4H9.C3H4O2S.Sn/c2*1-3-4-2;4-3(5)1-2-6;/h2*1,3-4H2,2H3;1-2H2;/rC8H18Sn.C3H4O2S/c1-3-5-7-9-8-6-4-2;4-3(5)1-2-6/h3-8H2,1-2H3;1-2H2",CCCC[Sn]|1(|[O]C(=O)CC[S]|1)CCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780-69-8,Triethoxyphenylsilane,C12H20O3Si,240.1181710381495,"['C', 'H', 'O', 'Si']","InChI=1/C12H20O3Si/c1-4-13-16(14-5-2,15-6-3)12-10-8-7-9-11-12/h7-11H,4-6H2,1-3H3",CCO[Si](OCC)(OCC)c1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-07-9,Ethyltriethoxysilane,C8H20O3Si,192.1181710381495,"['C', 'H', 'O', 'Si']","InChI=1/C8H20O3Si/c1-5-9-12(8-4,10-6-2)11-7-3/h5-8H2,1-4H3",CCO[Si](CC)(OCC)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-10-4,"Silicic acid (H4sio4), tetraethyl ester",C8H20O4Si,208.11308565772123,"['C', 'H', 'O', 'Si']","InChI=1/C8H20O4Si/c1-5-9-13(10-6-2,11-7-3)12-8-4/h5-8H2,1-4H3",CCO[Si](OCC)(OCC)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-11-5,"Pentaerythritol, tetranitrate",C5H8N4O12,316.0138717105004,"['C', 'H', 'N', 'O']","InChI=1/C5H8N4O12/c10-6(11)18-1-5(2-19-7(12)13,3-20-8(14)15)4-21-9(16)17/h1-4H2",[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781-43-1,"9,10-Dimethylanthracene",C16H14,206.109550451346,"['C', 'H']","InChI=1/C16H14/c1-11-13-7-3-5-9-15(13)12(2)16-10-6-4-8-14(11)16/h3-10H,1-2H3",Cc1c2ccccc2c(C)c3ccccc13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-14-8,Octyl silicate,C32H68O4Si,544.4886872051932,"['C', 'H', 'O', 'Si']","InChI=1/C32H68O4Si/c1-5-9-13-17-21-25-29-33-37(34-30-26-22-18-14-10-6-2,35-31-27-23-19-15-11-7-3)36-32-28-24-20-16-12-8-4/h5-32H2,1-4H3",CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)OCCCCCCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781-73-7,2-Acetylfluorene,C15H12O,208.0888150064397,"['C', 'H', 'O']","InChI=1/C15H12O/c1-10(16)11-6-7-15-13(8-11)9-12-4-2-3-5-14(12)15/h2-8H,9H2,1H3",CC(=O)c1ccc2c(Cc3ccccc23)c1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
782-17-2,2-(4-Fluorophenyl)indole,C14H10FN,211.0797274895612,"['C', 'H', 'F', 'N']","InChI=1/C14H10FN/c15-12-7-5-10(6-8-12)14-9-11-3-1-2-4-13(11)16-14/h1-9,16H",Fc1ccc(cc1)c2[nH]c3ccccc3c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78219-00-8,"Propylthiophosphonic acid, 2,3-diamino-",C3H11N2O3PS,186.0228003950491,"['C', 'H', 'N', 'O', 'P', 'S']","InChI=1/C3H11N2O3PS/c4-1-3(5)2-10-9(6,7)8/h3H,1-2,4-5H2,(H2,6,7,8)/f/h6-7H",NCC(N)CS[P](O)(O)=O,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78225-78-2,3-Nitrobenzoyl isothiocyanate,C8H4N2O3S,207.9942631709491,"['C', 'H', 'N', 'O', 'S']",InChI=1/C8H4N2O3S/c11-8(9-5-14)6-2-1-3-7(4-6)10(12)13/h1-4H,[O-][N+](=O)c1cccc(c1)C(=O)N=C=S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78-26-2,"1,3-Propanediol, 2-methyl-2-propyl-",C7H16O2,132.1150297549674,"['C', 'H', 'O']","InChI=1/C7H16O2/c1-3-4-7(2,5-8)6-9/h8-9H,3-6H2,1-2H3",CCCC(C)(CO)CO,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-27-3,"Cyclohexanol, 1-ethynyl-",C8H12O,124.0888150064397,"['C', 'H', 'O']","InChI=1/C8H12O/c1-2-8(9)6-4-3-5-7-8/h1,9H,3-7H2",OC1(CCCCC1)C#C,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782-92-3,(4-Acetylphenyl)phenylmethane,C15H14O,210.10446507091768,"['C', 'H', 'O']","InChI=1/C15H14O/c1-12(16)15-9-7-14(8-10-15)11-13-5-3-2-4-6-13/h2-10H,11H2,1H3",CC(=O)c1ccc(Cc2ccccc2)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
783-05-1,3'-Trifluoromethylmethacrylanilide,C11H10F3NO,229.07144843461128,"['C', 'H', 'F', 'N', 'O']","InChI=1/C11H10F3NO/c1-7(2)10(16)15-9-5-3-4-8(6-9)11(12,13)14/h3-6H,1H2,2H3,(H,15,16)/f/h15H",CC(=C)C(=O)Nc1cccc(c1)C(F)(F)F,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78-30-8,Tricresyl phosphate,C21H21O4P,368.1177461537328,"['C', 'H', 'O', 'P']","InChI=1/C21H21O4P/c1-16-10-4-7-13-19(16)23-26(22,24-20-14-8-5-11-17(20)2)25-21-15-9-6-12-18(21)3/h4-15H,1-3H3",Cc1ccccc1O[P](=O)(Oc2ccccc2C)Oc3ccccc3C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-32-0,"Phosphoric acid, tris(4-methylphenyl) ester",C21H21O4P,368.1177461537328,"['C', 'H', 'O', 'P']","InChI=1/C21H21O4P/c1-16-4-10-19(11-5-16)23-26(22,24-20-12-6-17(2)7-13-20)25-21-14-8-18(3)9-15-21/h4-15H,1-3H3",Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-33-1,Tris(4-tert-butylphenyl) phosphate,C30H39O4P,494.2585967340348,"['C', 'H', 'O', 'P']","InChI=1/C30H39O4P/c1-28(2,3)22-10-16-25(17-11-22)32-35(31,33-26-18-12-23(13-19-26)29(4,5)6)34-27-20-14-24(15-21-27)30(7,8)9/h10-21H,1-9H3",CC(C)(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)(C)C)Oc3ccc(cc3)C(C)(C)C)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-34-2,Dioxathion,C12H26O6P2S4,456.00874725015416,"['C', 'H', 'O', 'P', 'S']","InChI=1/C12H26O6P2S4/c1-5-15-19(21,16-6-2)23-11-12(14-10-9-13-11)24-20(22,17-7-3)18-8-4/h11-12H,5-10H2,1-4H3",CCO[P](=S)(OCC)SC1OCCOC1S[P](=S)(OCC)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78-38-6,Diethyl ethylphosphonate,C6H15O3P,166.0758813407271,"['C', 'H', 'O', 'P']","InChI=1/C6H15O3P/c1-4-8-10(7,6-3)9-5-2/h4-6H2,1-3H3",CCO[P](=O)(CC)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783-95-9,"Nicotinonitrile, 2-chloro-6-methyl-5-nitro-4-(trifluoromethyl)-",C8H3ClF3N3O2,264.986588519744,"['C', 'H', 'Cl', 'F', 'N', 'O']","InChI=1/C8H3ClF3N3O2/c1-3-6(15(16)17)5(8(10,11)12)4(2-13)7(9)14-3/h1H3",Cc1nc(Cl)c(C#N)c(c1[N+]([O-])=O)C(F)(F)F,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78-40-0,Triethyl phosphate,C6H15O4P,182.0707959602988,"['C', 'H', 'O', 'P']","InChI=1/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",CCO[P](=O)(OCC)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-42-2,2-Ethylhexanol phosphate (3:1),C24H51O4P,434.3524971209028,"['C', 'H', 'O', 'P']","InChI=1/C24H51O4P/c1-7-13-16-22(10-4)19-26-29(25,27-20-23(11-5)17-14-8-2)28-21-24(12-6)18-15-9-3/h22-24H,7-21H2,1-6H3",CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-43-3,"Phosphoric acid, tris-(2,3-dichloropropyl ester)",C9H15Cl6O4P,427.8839120545188,"['C', 'H', 'Cl', 'O', 'P']","InChI=1/C9H15Cl6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2",ClCC(Cl)CO[P](=O)(OCC(Cl)CCl)OCC(Cl)CCl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-44-4,Carisoprodol,C12H24N2O4,260.1736072608868,"['C', 'H', 'N', 'O']","InChI=1/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)/f/h14H,13H2",CCCC(C)(COC(N)=O)COC(=O)NC(C)C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
784-50-9,9-Fluorenone-2-carboxylic acid,C14H8O3,224.0473441166271,"['C', 'H', 'O']","InChI=1/C14H8O3/c15-13-11-4-2-1-3-9(11)10-6-5-8(14(16)17)7-12(10)13/h1-7H,(H,16,17)/f/h16H",OC(=O)c1ccc2c3ccccc3C(=O)c2c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
78-45-5,Bis(2-bromoethyl) 2-bromoethylphosphonate,C6H12Br3O3P,399.8074190860101,"['C', 'H', 'Br', 'O', 'P']","InChI=1/C6H12Br3O3P/c7-1-4-11-13(10,6-3-9)12-5-2-8/h1-6H2",BrCCO[P](=O)(CCBr)OCCBr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784-57-6,N-(2-Amino-4-trifluoromethylphenyl)morpholine,C11H13F3N2O,246.09799753576027,"['C', 'H', 'F', 'N', 'O']","InChI=1/C11H13F3N2O/c12-11(13,14)8-1-2-10(9(15)7-8)16-3-5-17-6-4-16/h1-2,7H,3-6,15H2",Nc1cc(ccc1N2CCOCC2)C(F)(F)F,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78-46-6,"Phosphonic acid, butyl-, dibutyl ester",C12H27O3P,250.16978172759508,"['C', 'H', 'O', 'P']","InChI=1/C12H27O3P/c1-4-7-10-14-16(13,12-9-6-3)15-11-8-5-2/h4-12H2,1-3H3",CCCCO[P](=O)(CCCC)OCCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78473-00-4,"Benzonitrile, 4-amino-3,5-dichloro-",C7H4Cl2N2,185.97515350256,"['C', 'H', 'Cl', 'N']","InChI=1/C7H4Cl2N2/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2H,11H2",Nc1c(Cl)cc(cc1Cl)C#N,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78508-96-0,(S)-5-Hydroxymethyl-2[5H]-furanone,C5H6O3,114.0316940521491,"['C', 'H', 'O']","InChI=1/C5H6O3/c6-3-4-1-2-5(7)8-4/h1-2,4,6H,3H2",OCC1OC(=O)C=C1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78-51-3,"Phosphoric acid, tri-(2-butoxyethyl) ester",C18H39O7P,398.24334059274986,"['C', 'H', 'O', 'P']","InChI=1/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
785-78-4,"Ethanone, 1-[4-(2-phenylethyl)phenyl]-",C16H16O,224.12011513539568,"['C', 'H', 'O']","InChI=1/C16H16O/c1-13(17)16-11-9-15(10-12-16)8-7-14-5-3-2-4-6-14/h2-6,9-12H,7-8H2,1H3",CC(=O)c1ccc(CCc2ccccc2)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78580-32-2,"P-propionotoluidide, 3-mercapto-",C10H13NOS,195.07178521752468,"['C', 'H', 'N', 'O', 'S']","InChI=1/C10H13NOS/c1-8-2-4-9(5-3-8)11-10(12)6-7-13/h2-5,13H,6-7H2,1H3,(H,11,12)/f/h11H",Cc1ccc(NC(=O)CCS)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",C9H14O,138.10446507091768,"['C', 'H', 'O']","InChI=1/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",CC1=CC(=O)CC(C)(C)C1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78-62-6,"Silane, diethoxydimethyl-",C6H16O2Si,148.0919562896218,"['C', 'H', 'O', 'Si']","InChI=1/C6H16O2Si/c1-5-7-9(3,4)8-6-2/h5-6H2,1-4H3",CCO[Si](C)(C)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78631-45-5,2-Methyl-6-hepten-3-ol,C8H16O,128.1201151353957,"['C', 'H', 'O']","InChI=1/C8H16O/c1-4-5-6-8(9)7(2)3/h4,7-9H,1,5-6H2,2-3H3",CC(C)C(O)CCC=C,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-66-0,"3,6-Dimethyl-4-octyn-3,6-diol",C10H18O2,170.13067981944542,"['C', 'H', 'O']","InChI=1/C10H18O2/c1-5-9(3,11)7-8-10(4,12)6-2/h11-12H,5-6H2,1-4H3",CCC(C)(O)C#CC(C)(O)CC,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-67-1,"2,2'-Azo-bis-isobutyronitrile",C8H12N4,164.106196404596,"['C', 'H', 'N']","InChI=1/C8H12N4/c1-7(2,5-9)11-12-8(3,4)6-10/h1-4H3",CC(C)(N=NC(C)(C)C#N)C#N,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-69-3,"3,7-Dimethyl-3-octanol",C10H22O,158.1670653288297,"['C', 'H', 'O']","InChI=1/C10H22O/c1-5-10(4,11)8-6-7-9(2)3/h9,11H,5-8H2,1-4H3",CCC(C)(O)CCCC(C)C,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-70-6,"2,6-Dimethylocta-2,7-dien-6-ol",C10H18O,154.1357651998737,"['C', 'H', 'O']","InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",CC(C)=CCCC(C)(O)C=C,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-74-0,"Ethane, 1,1,2-tribromo-",C2H3Br3,263.778487938717,"['C', 'H', 'Br']","InChI=1/C2H3Br3/c3-1-2(4)5/h2H,1H2",BrCC(Br)Br,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-75-1,"Propane, 1,2-dibromo-",C3H6Br2,199.883625421434,"['C', 'H', 'Br']","InChI=1/C3H6Br2/c1-3(5)2-4/h3H,2H2,1H3",CC(Br)CBr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-76-2,"Butane, 2-bromo-",C4H9Br,135.988762904151,"['C', 'H', 'Br']","InChI=1/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",CCC(C)Br,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787-69-9,"4,4'-Diacetyl biphenyl",C16H14O2,238.0993796904894,"['C', 'H', 'O']","InChI=1/C16H14O2/c1-11(17)13-3-7-15(8-4-13)16-9-5-14(6-10-16)12(2)18/h3-10H,1-2H3",CC(=O)c1ccc(cc1)c2ccc(cc2)C(C)=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78-77-3,"Propane, 1-bromo-2-methyl-",C4H9Br,135.988762904151,"['C', 'H', 'Br']","InChI=1/C4H9Br/c1-4(2)3-5/h4H,3H2,1-2H3",CC(C)CBr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-78-4,"Butane, 2-methyl-",C5H12,72.093900386868,"['C', 'H']","InChI=1/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",CCC(C)C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787-84-8,"Benzoic acid, 2-benzoylhydrazide",C14H12N2O2,240.0898776348754,"['C', 'H', 'N', 'O']","InChI=1/C14H12N2O2/c17-13(11-7-3-1-4-8-11)15-16-14(18)12-9-5-2-6-10-12/h1-10H,(H,15,17)(H,16,18)/f/h15-16H",O=C(NNC(=O)c1ccccc1)c2ccccc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78-79-5,"1,3-Butadiene, 2-methyl-",C5H8,68.062600257912,"['C', 'H']","InChI=1/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",CC(=C)C=C,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-82-0,"Propanenitrile, 2-methyl-",C4H7N,69.05784923010499,"['C', 'H', 'N']","InChI=1/C4H7N/c1-4(2)3-5/h4H,1-2H3",CC(C)C#N,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788-23-8,4'-(2-Hydroxybenzylideneamino)acetophenone,C15H13NO2,239.0946286626824,"['C', 'H', 'N', 'O']","InChI=1/C15H13NO2/c1-11(17)12-6-8-14(9-7-12)16-10-13-4-2-3-5-15(13)18/h2-10,16H,1H3/b13-10+",CC(=O)c1ccc(N/C=C/2C=CC=CC2=O)cc1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78-83-1,"1-Propanol, 2-methyl-",C4H10O,74.0731649419617,"['C', 'H', 'O']","InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-86-4,"Butane, 2-chloro-",C4H9Cl,92.039277972521,"['C', 'H', 'Cl']","InChI=1/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",CCC(C)Cl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-87-5,"Propane, 1,2-dichloro-",C3H6Cl2,111.984655558174,"['C', 'H', 'Cl']","InChI=1/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",CC(Cl)CCl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78-88-6,"2,3-Dichloropropene",C3H4Cl2,109.969005493696,"['C', 'H', 'Cl']",InChI=1/C3H4Cl2/c1-3(5)2-4/h1-2H2,ClCC(Cl)=C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789-02-6,"1,1,1-Trichloro-2-(2-chlorophenyl)-2-(4-chlorophenyl)ethane",C14H9Cl5,351.914688702001,"['C', 'H', 'Cl']","InChI=1/C14H9Cl5/c15-10-7-5-9(6-8-10)13(14(17,18)19)11-3-1-2-4-12(11)16/h1-8,13H",Clc1ccc(cc1)C(c2ccccc2Cl)C(Cl)(Cl)Cl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
